order_id,date,customer_id,product_id,product,product_category,price,quantity,coupon_code,discount_pct,payment_method,shipping_city,shipping_province,sales_amount
ON100249,25/04/2025,C10038,P5713,Webcam,Electronics,29,3,SAVE10,10,PayPal,Waterloo,ON,78.3
ON100071,26/04/2025,C12242,P7135,USB-C Hub,Electronics,29.53,2,SAVE15,15,Credit Card,Hamilton,ON,50.2
ON100516,27/04/2025,C11508,P5995,Basketball,Sports,31.04,1,BOGO,20,Interac,Brampton,ON,24.83
ON100876,28/04/2025,C11485,P4945,Bluetooth Speaker,Electronics,158.66,2,WELCOME5,5,Interac,Markham,ON,301.45
ON100051,29/04/2025,C11431,P4168,Storage Bin,Home & Kitchen,107.73,2,NO_COUPON,0,Debit Card,London,ON,215.46
ON100536,29/04/2025,C10317,P8686,Power Bank,Electronics,125.72,2,NO_COUPON,0,Debit Card,Scarborough,ON,251.44
ON100392,30/04/2025,C10075,P8265,Blender,Home & Kitchen,22.99,4,NO_COUPON,0,Mobile Wallet,Ottawa,ON,91.96
ON100978,30/04/2025,C10254,P7211,Shampoo,Beauty,50.95,3,WELCOME5,5,PayPal,Guelph,ON,145.21
ON100826,01/05/2025,C12445,P3685,Running Shoes,Apparel,53.52,5,NO_COUPON,0,Interac,Hamilton,ON,267.6
ON100101,02/05/2025,C12411,P9408,Wireless Keyboard,Electronics,51.7,3,FREESHIP,0,Credit Card,Brampton,ON,155.1
ON100420,02/05/2025,C10980,P1745,Webcam,Electronics,43.19,3,SAVE10,10,Credit Card,Vaughan,ON,116.61
ON100008,03/05/2025,C12481,P3541,Air Fryer,Home & Kitchen,12.02,1,SAVE10,10,PayPal,Scarborough,ON,10.82
ON100220,03/05/2025,C10549,P4965,Air Fryer,Home & Kitchen,41.47,3,SAVE15,15,Interac,Hamilton,ON,105.75
ON100644,03/05/2025,C11624,P3658,Moisturizer,Beauty,12.9,2,NO_COUPON,0,PayPal,Hamilton,ON,25.8
ON100655,03/05/2025,C11028,P7907,Water Bottle,Home & Kitchen,13.3,3,NO_COUPON,0,Credit Card,Windsor,ON,39.9
ON100860,03/05/2025,C11709,P9047,Granola Bars,Grocery,31.88,4,SAVE15,15,PayPal,Scarborough,ON,108.39
ON100333,04/05/2025,C10326,P6421,Power Bank,Electronics,19.1,5,NO_COUPON,0,PayPal,Vaughan,ON,95.5
ON100724,07/05/2025,C10758,P4653,Water Bottle,Home & Kitchen,47.37,3,SAVE15,15,Credit Card,Kitchener,ON,120.79
ON100140,11/05/2025,C11727,P8359,Knife Set,Home & Kitchen,35.23,3,NO_COUPON,0,Debit Card,London,ON,105.69
ON100949,13/05/2025,C11118,P3607,Baseball Cap,Apparel,201.5,5,SAVE10,10,Credit Card,Cambridge,ON,906.75
ON100890,14/05/2025,C11763,P7629,Wireless Mouse,Electronics,35.05,4,NO_COUPON,0,Credit Card,Brampton,ON,140.2
ON100357,16/05/2025,C11257,P8007,Pasta,Grocery,36.12,2,SAVE10,10,Credit Card,Waterloo,ON,65.02
ON100961,17/05/2025,C12401,P9491,Winter Jacket,Apparel,152.98,3,SAVE15,15,Debit Card,Markham,ON,390.1
ON100031,18/05/2025,C11883,P1214,Pasta,Grocery,17.5,5,NO_COUPON,0,Debit Card,Brampton,ON,87.5
ON100077,18/05/2025,C11709,P8020,Bluetooth Speaker,Electronics,25.82,3,WELCOME5,5,Debit Card,Markham,ON,73.59
ON100560,19/05/2025,C12050,P4112,Hoodie,Apparel,17.71,4,SAVE10,10,PayPal,Vaughan,ON,63.76
ON100320,20/05/2025,C10799,P7791,Water Bottle Sport,Sports,61.04,2,NO_COUPON,0,Debit Card,Ottawa,ON,122.08
ON100406,20/05/2025,C11122,P9246,Jeans,Apparel,216.36,5,SAVE15,15,Credit Card,Toronto,ON,919.53
ON100480,22/05/2025,C11022,P6755,Webcam,Electronics,21.06,2,NO_COUPON,0,Credit Card,Barrie,ON,42.12
ON100146,23/05/2025,C11805,P6664,Wireless Mouse,Electronics,241.49,5,SAVE15,15,PayPal,Kitchener,ON,1026.33
ON100628,23/05/2025,C12401,P9717,Knife Set,Home & Kitchen,38.56,2,FREESHIP,0,Debit Card,Hamilton,ON,77.12
ON100321,24/05/2025,C11805,P6736,T-Shirt,Apparel,35.59,5,NO_COUPON,0,Debit Card,Cambridge,ON,177.95
ON100503,24/05/2025,C11100,P1094,Fitness Tracker,Sports,60.35,1,NO_COUPON,0,Credit Card,London,ON,60.35
ON100559,24/05/2025,C11495,P8298,Jeans,Apparel,151.66,4,SAVE15,15,Interac,Guelph,ON,515.64
ON100709,24/05/2025,C10022,P5521,Baseball Cap,Apparel,83.61,3,SAVE15,15,Mobile Wallet,Windsor,ON,213.21
ON100185,25/05/2025,C10213,P6972,Bluetooth Speaker,Electronics,77.31,3,NO_COUPON,0,Mobile Wallet,Mississauga,ON,231.93
ON100842,25/05/2025,C11955,P6599,USB-C Hub,Electronics,67.05,4,WELCOME5,5,Debit Card,Waterloo,ON,254.79
ON100096,26/05/2025,C10461,P3362,Yoga Mat,Sports,90.83,2,SAVE15,15,Debit Card,Waterloo,ON,154.41
ON100586,26/05/2025,C10786,P9486,Pasta,Grocery,13.92,3,NO_COUPON,0,PayPal,Waterloo,ON,41.76
ON100378,27/05/2025,C12091,P6133,Resistance Bands,Sports,80.98,1,SAVE10,10,PayPal,Barrie,ON,72.88
ON100820,27/05/2025,C12483,P3256,Shampoo,Beauty,61.25,2,SAVE10,10,Debit Card,Toronto,ON,110.25
ON100310,29/05/2025,C11766,P1174,Storage Bin,Home & Kitchen,60.69,4,NO_COUPON,0,Debit Card,Brampton,ON,242.76
ON100845,29/05/2025,C12323,P3602,Lip Balm,Beauty,11.8,3,SAVE10,10,Credit Card,Kitchener,ON,31.86
ON100117,30/05/2025,C10996,P6001,USB-C Hub,Electronics,190.5,3,SAVE15,15,PayPal,Mississauga,ON,485.78
ON100819,30/05/2025,C12412,P3473,Wireless Mouse,Electronics,59.11,3,NO_COUPON,0,Debit Card,Cambridge,ON,177.33
ON100974,30/05/2025,C10400,P3018,Tea,Grocery,3.99,2,SAVE15,15,Interac,Hamilton,ON,6.78
ON100998,30/05/2025,C12110,P1240,Coffee Maker,Home & Kitchen,72.09,4,FREESHIP,0,Debit Card,Waterloo,ON,288.36
ON100501,31/05/2025,C10482,P3888,Power Bank,Electronics,39.29,3,SAVE15,15,Interac,Ottawa,ON,100.19
ON100911,31/05/2025,C10548,P4286,Coffee Beans,Grocery,9.04,4,SAVE10,10,PayPal,Vaughan,ON,32.54
ON100561,01/06/2025,C10068,P7162,Lip Balm,Beauty,40.78,3,NO_COUPON,0,Credit Card,Markham,ON,122.34
ON100609,01/06/2025,C11845,P4518,Running Shoes,Apparel,97.5,4,SAVE10,10,Credit Card,Vaughan,ON,351
ON100477,02/06/2025,C11183,P7351,Basketball,Sports,56.4,2,NO_COUPON,0,Mobile Wallet,Windsor,ON,112.8
ON100686,03/06/2025,C10864,P4248,Pasta,Grocery,4.01,1,FREESHIP,0,Credit Card,Markham,ON,4.01
ON100905,04/06/2025,C11010,P8835,Running Shoes,Apparel,15.52,2,NO_COUPON,0,Credit Card,Waterloo,ON,31.04
ON100340,05/06/2025,C12298,P5598,Tea,Grocery,4.6,2,SAVE10,10,Interac,Waterloo,ON,8.28
ON100919,06/06/2025,C11836,P3184,Blender,Home & Kitchen,17.11,4,NO_COUPON,0,Credit Card,Waterloo,ON,68.44
ON100207,08/06/2025,C10669,P5310,Bluetooth Speaker,Electronics,54.12,3,NO_COUPON,0,PayPal,Guelph,ON,162.36
ON100205,09/06/2025,C12126,P1591,Webcam,Electronics,95.94,1,SAVE15,15,PayPal,Kitchener,ON,81.55
ON100374,09/06/2025,C11071,P6213,Dumbbells,Sports,20.18,2,NO_COUPON,0,Debit Card,London,ON,40.36
ON100202,11/06/2025,C11108,P5749,Basketball,Sports,53.56,2,SAVE15,15,Debit Card,Barrie,ON,91.05
ON100610,11/06/2025,C11245,P9546,Face Cleanser,Beauty,53.22,2,NO_COUPON,0,Interac,Markham,ON,106.44
ON100288,12/06/2025,C11253,P1227,Power Bank,Electronics,41.43,2,SAVE10,10,Credit Card,Markham,ON,74.57
ON100502,13/06/2025,C10084,P1681,Hoodie,Apparel,94.14,2,SAVE10,10,PayPal,London,ON,169.45
ON100996,13/06/2025,C11164,P2570,Pasta,Grocery,6.28,4,BOGO,20,Credit Card,Cambridge,ON,20.1
ON100733,14/06/2025,C11005,P6422,USB-C Hub,Electronics,31.48,1,SAVE15,15,Interac,Windsor,ON,26.76
ON100768,14/06/2025,C10732,P2037,Water Bottle Sport,Sports,163.34,1,NO_COUPON,0,Interac,Guelph,ON,163.34
ON100878,14/06/2025,C11178,P7745,Wireless Keyboard,Electronics,221.24,2,SAVE10,10,PayPal,Cambridge,ON,398.23
ON100212,15/06/2025,C11015,P2829,Jeans,Apparel,23.02,7,FREESHIP,0,Mobile Wallet,Windsor,ON,161.14
ON100498,16/06/2025,C11592,P3211,Bluetooth Speaker,Electronics,23.11,2,NO_COUPON,0,Credit Card,London,ON,46.22
ON100038,17/06/2025,C11804,P4786,Coffee Maker,Home & Kitchen,66.74,1,NO_COUPON,0,PayPal,Ottawa,ON,66.74
ON100141,17/06/2025,C11509,P3195,Lip Balm,Beauty,20.77,6,NO_COUPON,0,Credit Card,Cambridge,ON,124.62
ON100277,17/06/2025,C12360,P6327,Wireless Mouse,Electronics,240.11,2,SAVE15,15,Mobile Wallet,Markham,ON,408.19
ON100109,18/06/2025,C12419,P1887,Cereal,Grocery,52.53,3,SAVE15,15,Credit Card,Hamilton,ON,133.95
ON100936,18/06/2025,C10113,P6745,Fitness Tracker,Sports,110.16,7,NO_COUPON,0,Credit Card,Kitchener,ON,771.12
ON100407,19/06/2025,C12124,P8595,Wireless Mouse,Electronics,140.72,3,NO_COUPON,0,PayPal,Windsor,ON,422.16
ON100150,20/06/2025,C11586,P5975,Resistance Bands,Sports,13.03,1,NO_COUPON,0,Debit Card,Vaughan,ON,13.03
ON100309,20/06/2025,C10681,P2410,Lip Balm,Beauty,20.59,6,BOGO,20,Mobile Wallet,Barrie,ON,98.83
ON100393,20/06/2025,C11654,P5198,Pasta,Grocery,7.79,2,NO_COUPON,0,Credit Card,Ottawa,ON,15.58
ON101013,20/06/2025,C11936,P2631,Blender,Home & Kitchen,12.83,24,NO_COUPON,0,Mobile Wallet,Scarborough,ON,307.92
ON100566,21/06/2025,C11656,P5763,Granola Bars,Grocery,3.42,4,NO_COUPON,0,Credit Card,Cambridge,ON,13.68
ON100294,22/06/2025,C11187,P9780,Wireless Keyboard,Electronics,31.98,2,NO_COUPON,0,Credit Card,Windsor,ON,63.96
ON100527,22/06/2025,C10174,P3001,Bluetooth Speaker,Electronics,83.28,3,BOGO,20,Interac,Kitchener,ON,199.87
ON100802,22/06/2025,C10614,P8614,Tea,Grocery,34.98,3,SAVE15,15,Credit Card,Brampton,ON,89.2
ON100444,23/06/2025,C10198,P1797,Hoodie,Apparel,30.73,2,NO_COUPON,0,Credit Card,Mississauga,ON,61.46
ON100475,24/06/2025,C10011,P1619,Pasta,Grocery,14.18,2,NO_COUPON,0,PayPal,Guelph,ON,28.36
ON100651,24/06/2025,C10304,P9941,Coffee Beans,Grocery,5.9,4,WELCOME5,5,Interac,Guelph,ON,22.42
ON100843,24/06/2025,C10663,P3481,Hair Dryer,Beauty,7.11,1,SAVE15,15,Debit Card,Barrie,ON,6.04
ON100095,25/06/2025,C11511,P1316,Fitness Tracker,Sports,89.61,1,FREESHIP,0,PayPal,Vaughan,ON,89.61
ON100488,25/06/2025,C11453,P2261,Knife Set,Home & Kitchen,56.69,3,NO_COUPON,0,Interac,Toronto,ON,170.07
ON100829,25/06/2025,C10187,P8196,T-Shirt,Apparel,16.21,2,SAVE15,15,PayPal,Scarborough,ON,27.56
ON100336,26/06/2025,C10196,P3269,Basketball,Sports,64.36,6,NO_COUPON,0,Debit Card,Waterloo,ON,386.16
ON100152,28/06/2025,C10062,P2900,Jeans,Apparel,213.58,2,SAVE10,10,PayPal,Kitchener,ON,384.44
ON100267,28/06/2025,C10349,P3967,Water Bottle Sport,Sports,20.61,4,NO_COUPON,0,Credit Card,Vaughan,ON,82.44
ON100413,29/06/2025,C10543,P9624,Knife Set,Home & Kitchen,18.89,3,WELCOME5,5,Debit Card,Kitchener,ON,53.84
ON100629,30/06/2025,C11970,P7198,Tea,Grocery,5.94,3,SAVE15,15,PayPal,Hamilton,ON,15.15
ON100347,01/07/2025,C12141,P4854,Webcam,Electronics,25.53,2,SAVE10,10,Credit Card,Vaughan,ON,45.95
ON100956,01/07/2025,C10256,P6473,Hoodie,Apparel,17.42,5,NO_COUPON,0,PayPal,Brampton,ON,87.1
ON100259,02/07/2025,C12156,P7116,Face Cleanser,Beauty,15.87,5,NO_COUPON,0,PayPal,Cambridge,ON,79.35
ON100436,02/07/2025,C11311,P4193,USB-C Hub,Electronics,123.44,4,FREESHIP,0,Credit Card,Cambridge,ON,493.76
ON100914,02/07/2025,C10377,P7998,Moisturizer,Beauty,28.79,2,NO_COUPON,0,Credit Card,Brampton,ON,57.58
ON100186,03/07/2025,C10472,P4079,Coffee Beans,Grocery,11.86,2,SAVE15,15,Mobile Wallet,Hamilton,ON,20.16
ON100302,03/07/2025,C10007,P6005,Blender,Home & Kitchen,65.27,2,FREESHIP,0,Credit Card,Mississauga,ON,130.54
ON100790,03/07/2025,C11118,P8734,Face Cleanser,Beauty,18.64,2,BOGO,20,Credit Card,Toronto,ON,29.82
ON100134,04/07/2025,C10057,P5304,Dumbbells,Sports,99.2,2,WELCOME5,5,Credit Card,Cambridge,ON,188.48
ON100222,05/07/2025,C12169,P7197,Hoodie,Apparel,43.13,2,NO_COUPON,0,Debit Card,Ottawa,ON,86.26
ON100235,07/07/2025,C11546,P2728,Knife Set,Home & Kitchen,16.26,2,SAVE15,15,Interac,Markham,ON,27.64
ON100327,08/07/2025,C12141,P5942,Power Bank,Electronics,74.2,2,SAVE15,15,Mobile Wallet,Waterloo,ON,126.14
ON100394,08/07/2025,C10023,P2582,Granola Bars,Grocery,3.23,4,NO_COUPON,0,Mobile Wallet,Guelph,ON,12.92
ON100519,08/07/2025,C10826,P2422,Blender,Home & Kitchen,13.78,5,BOGO,20,PayPal,Ottawa,ON,55.12
ON100087,09/07/2025,C10481,P2388,Fitness Tracker,Sports,11.6,6,NO_COUPON,0,Credit Card,Vaughan,ON,69.6
ON100441,10/07/2025,C12323,P3177,Running Shoes,Apparel,82.53,3,NO_COUPON,0,Debit Card,Barrie,ON,247.59
ON100737,10/07/2025,C10282,P5235,Power Bank,Electronics,180.31,4,NO_COUPON,0,Credit Card,Kitchener,ON,721.24
ON100738,10/07/2025,C11219,P8711,Granola Bars,Grocery,38.98,4,NO_COUPON,0,PayPal,Kitchener,ON,155.92
ON100999,10/07/2025,C11406,P8026,Webcam,Electronics,93.7,4,NO_COUPON,0,PayPal,Cambridge,ON,374.8
ON101019,10/07/2025,C12021,P4779,Pasta,Grocery,9.88,2,NO_COUPON,0,Credit Card,Toronto,ON,19.76
ON100304,11/07/2025,C11547,P3032,Face Cleanser,Beauty,22.3,2,SAVE10,10,Credit Card,London,ON,40.14
ON100362,11/07/2025,C10080,P9791,Moisturizer,Beauty,10.43,2,NO_COUPON,0,Credit Card,Markham,ON,20.86
ON100787,11/07/2025,C11362,P5509,Olive Oil,Grocery,3.11,1,NO_COUPON,0,Credit Card,Cambridge,ON,3.11
ON100973,11/07/2025,C10548,P3332,USB-C Hub,Electronics,31.54,3,NO_COUPON,15,Credit Card,Waterloo,ON,80.43
ON100332,12/07/2025,C10142,P6745,Yoga Mat,Sports,160.36,3,SAVE15,15,PayPal,Windsor,ON,408.92
ON100953,12/07/2025,C10487,P5915,Dumbbells,Sports,23.04,1,NO_COUPON,0,Credit Card,Mississauga,ON,23.04
ON100518,13/07/2025,C10897,P2303,Body Lotion,Beauty,13.27,5,FREESHIP,0,Credit Card,Hamilton,ON,66.35
ON100547,13/07/2025,C11443,P5107,Blender,Home & Kitchen,173.99,2,NO_COUPON,0,Credit Card,Hamilton,ON,347.98
ON100164,14/07/2025,C10091,P7010,Blender,Home & Kitchen,17.23,3,NO_COUPON,0,Interac,Kitchener,ON,51.69
ON100316,14/07/2025,C10419,P9774,Lip Balm,Beauty,8.83,2,FREESHIP,0,Debit Card,Mississauga,ON,17.66
ON100397,14/07/2025,C12038,P8422,Basketball,Sports,153.94,2,WELCOME5,5,Debit Card,Toronto,ON,292.49
ON100588,14/07/2025,C11301,P7253,Tea,Grocery,4.3,4,SAVE15,15,Credit Card,Toronto,ON,14.62
ON100599,16/07/2025,C11324,P7233,Power Bank,Electronics,86.42,2,WELCOME5,5,PayPal,Windsor,ON,164.2
ON100065,17/07/2025,C10047,P1575,Power Bank,Electronics,54.06,2,SAVE10,10,Credit Card,Markham,ON,97.31
ON100623,18/07/2025,C12041,P5012,Blender,Home & Kitchen,76.06,3,NO_COUPON,0,Interac,Ottawa,ON,228.18
ON100637,19/07/2025,C11737,P9995,Jeans,Apparel,176.01,2,SAVE10,10,Mobile Wallet,London,ON,316.82
ON100076,20/07/2025,C11493,P3794,Lip Balm,Beauty,12.13,3,NO_COUPON,0,Debit Card,Hamilton,ON,36.39
ON100250,20/07/2025,C10354,P7348,Wireless Keyboard,Electronics,78.08,3,NO_COUPON,0,Debit Card,Guelph,ON,234.24
ON100290,21/07/2025,C10825,P3463,Wireless Mouse,Electronics,48.22,2,NO_COUPON,0,Mobile Wallet,Markham,ON,96.44
ON100166,22/07/2025,C11959,P6982,Winter Jacket,Apparel,88.27,7,SAVE10,10,Credit Card,Waterloo,ON,556.1
ON100727,22/07/2025,C10938,P3431,Water Bottle,Home & Kitchen,19.65,3,NO_COUPON,0,Interac,Scarborough,ON,58.95
ON101015,22/07/2025,C10545,P5201,Hoodie,Apparel,68.28,3,SAVE15,15,Credit Card,Vaughan,ON,174.11
ON100365,23/07/2025,C10400,P5003,Resistance Bands,Sports,21.72,2,FREESHIP,0,Interac,Mississauga,ON,43.44
ON100195,25/07/2025,C11787,P8001,Tea,Grocery,11.71,4,NO_COUPON,15,Debit Card,Toronto,ON,39.81
ON100618,25/07/2025,C10389,P3022,Air Fryer,Home & Kitchen,78.63,3,SAVE10,10,Debit Card,Vaughan,ON,212.3
ON100193,27/07/2025,C10842,P5461,Yoga Mat,Sports,41.29,2,WELCOME5,5,PayPal,Kitchener,ON,78.45
ON100976,28/07/2025,C10981,P8815,Olive Oil,Grocery,6.12,2,NO_COUPON,0,Interac,Vaughan,ON,12.24
ON100137,30/07/2025,C12445,P8813,Granola Bars,Grocery,48.75,7,NO_COUPON,0,PayPal,Windsor,ON,341.25
ON100264,30/07/2025,C12335,P4130,Dumbbells,Sports,81.3,2,SAVE10,10,Interac,Cambridge,ON,146.34
ON100964,01/08/2025,C10199,P4632,Power Bank,Electronics,21.49,2,BOGO,20,Mobile Wallet,Vaughan,ON,34.38
ON100043,04/08/2025,C11811,P6812,Webcam,Electronics,109.95,2,BOGO,20,Credit Card,London,ON,175.92
ON100514,06/08/2025,C10488,P1469,Granola Bars,Grocery,40.89,3,FREESHIP,0,Credit Card,London,ON,122.67
ON100754,07/08/2025,C11885,P5946,Storage Bin,Home & Kitchen,34.27,3,SAVE10,10,Debit Card,Mississauga,ON,92.53
ON100983,07/08/2025,C11273,P3937,Face Cleanser,Beauty,49.24,4,WELCOME5,5,Credit Card,Windsor,ON,187.11
ON100190,08/08/2025,C11960,P3220,Tea,Grocery,17.28,2,NO_COUPON,0,PayPal,Kitchener,ON,34.56
ON100052,09/08/2025,C11421,P2801,Baseball Cap,Apparel,12.15,5,SAVE10,10,Credit Card,Barrie,ON,54.68
ON100296,09/08/2025,C10931,P3120,Lip Balm,Beauty,63.07,2,SAVE10,10,Credit Card,Toronto,ON,113.53
ON100735,10/08/2025,C12407,P9149,Power Bank,Electronics,121.99,4,BOGO,20,Debit Card,Waterloo,ON,390.37
ON100062,11/08/2025,C10436,P7284,Blender,Home & Kitchen,117.06,2,SAVE15,15,Debit Card,Windsor,ON,199
ON100197,11/08/2025,C12280,P8238,Tea,Grocery,5.08,3,NO_COUPON,0,Debit Card,Guelph,ON,15.24
ON100387,11/08/2025,C10359,P3145,Resistance Bands,Sports,13.75,3,SAVE10,10,Debit Card,Cambridge,ON,37.12
ON100621,11/08/2025,C12489,P3426,Wireless Keyboard,Electronics,44.46,5,SAVE10,10,Credit Card,Guelph,ON,200.07
ON100619,12/08/2025,C10354,P1131,Hoodie,Apparel,133.18,3,WELCOME5,5,Credit Card,Toronto,ON,379.56
ON100067,13/08/2025,C10990,P4853,Water Bottle Sport,Sports,20.63,4,SAVE15,15,Debit Card,Mississauga,ON,70.14
ON100021,14/08/2025,C10537,P5619,Wireless Mouse,Electronics,67.38,1,SAVE10,10,Interac,Guelph,ON,60.64
ON100326,14/08/2025,C12165,P9694,Winter Jacket,Apparel,36.01,5,FREESHIP,0,PayPal,Ottawa,ON,180.05
ON100895,14/08/2025,C10487,P1528,Olive Oil,Grocery,4.8,2,NO_COUPON,0,Debit Card,Hamilton,ON,9.6
ON100368,15/08/2025,C10452,P6728,Blender,Home & Kitchen,24.64,4,NO_COUPON,0,Credit Card,Brampton,ON,98.56
ON100569,15/08/2025,C10960,P3087,Coffee Beans,Grocery,27.05,3,NO_COUPON,0,Credit Card,Markham,ON,81.15
ON100491,16/08/2025,C11288,P5088,Cereal,Grocery,37.58,1,NO_COUPON,0,Interac,Barrie,ON,37.58
ON100759,17/08/2025,C11944,P3212,Wireless Keyboard,Electronics,63.51,1,SAVE10,10,Debit Card,Vaughan,ON,57.16
ON100899,17/08/2025,C10508,P9644,Running Shoes,Apparel,12.88,2,NO_COUPON,0,Debit Card,London,ON,25.76
ON100373,19/08/2025,C10101,P9376,Blender,Home & Kitchen,37.31,3,SAVE10,10,Credit Card,Scarborough,ON,100.74
ON100625,19/08/2025,C11502,P9836,Olive Oil,Grocery,3.47,7,NO_COUPON,0,Interac,Vaughan,ON,24.29
ON100184,20/08/2025,C10438,P6813,Storage Bin,Home & Kitchen,105.94,3,NO_COUPON,0,Credit Card,Cambridge,ON,317.82
ON100747,21/08/2025,C11561,P1454,Jeans,Apparel,16.33,3,FREESHIP,0,Debit Card,Toronto,ON,48.99
ON100606,22/08/2025,C12461,P2511,Wireless Mouse,Electronics,52.98,1,BOGO,20,Credit Card,Cambridge,ON,42.38
ON101002,22/08/2025,C10857,P4595,Webcam,Electronics,212.4,1,NO_COUPON,0,Debit Card,Brampton,ON,212.4
ON100093,24/08/2025,C10976,P1275,Baseball Cap,Apparel,43.31,1,NO_COUPON,0,PayPal,Cambridge,ON,43.31
ON100797,26/08/2025,C12422,P3157,Bluetooth Speaker,Electronics,43.93,5,FREESHIP,0,Debit Card,Vaughan,ON,219.65
ON100545,27/08/2025,C11984,P7769,Water Bottle,Home & Kitchen,95.23,3,WELCOME5,5,Credit Card,Scarborough,ON,271.41
ON100434,30/08/2025,C11808,P9254,Air Fryer,Home & Kitchen,144.57,2,NO_COUPON,0,Debit Card,Scarborough,ON,289.14
ON100942,01/09/2025,C10784,P2946,Knife Set,Home & Kitchen,89.81,4,WELCOME5,5,Credit Card,Cambridge,ON,341.28
ON100026,02/09/2025,C10961,P6614,Resistance Bands,Sports,121.39,1,NO_COUPON,0,Debit Card,Ottawa,ON,121.39
ON100578,03/09/2025,C11155,P5560,Jeans,Apparel,24.63,2,SAVE10,10,Credit Card,Brampton,ON,44.33
ON100928,03/09/2025,C11893,P5650,Jeans,Apparel,67.6,2,SAVE15,15,Debit Card,Mississauga,ON,114.92
ON100161,04/09/2025,C12071,P1101,USB-C Hub,Electronics,62.75,5,NO_COUPON,0,Mobile Wallet,Kitchener,ON,313.75
ON100678,04/09/2025,C10597,P4830,Bluetooth Speaker,Electronics,114.47,2,NO_COUPON,0,Credit Card,Vaughan,ON,228.94
ON100142,05/09/2025,C10430,P3157,Coffee Maker,Home & Kitchen,14.98,2,SAVE15,15,Credit Card,Scarborough,ON,25.47
ON100160,06/09/2025,C11497,P8769,Jeans,Apparel,32.84,5,NO_COUPON,0,Credit Card,Windsor,ON,164.2
ON100947,06/09/2025,C10573,P8499,Shampoo,Beauty,11.9,5,FREESHIP,0,Credit Card,Markham,ON,59.5
ON100064,07/09/2025,C11737,P1204,Winter Jacket,Apparel,209.38,1,NO_COUPON,0,PayPal,Waterloo,ON,209.38
ON100367,07/09/2025,C12286,P7545,USB-C Hub,Electronics,122.04,2,NO_COUPON,0,Credit Card,Windsor,ON,244.08
ON100893,07/09/2025,C10803,P9417,Granola Bars,Grocery,9.64,2,NO_COUPON,0,Interac,Windsor,ON,19.28
ON100945,07/09/2025,C11396,P6567,Webcam,Electronics,44.2,2,NO_COUPON,0,Mobile Wallet,Barrie,ON,88.4
ON100489,08/09/2025,C10053,P5803,Fitness Tracker,Sports,60.7,3,BOGO,20,Debit Card,Markham,ON,145.68
ON100244,10/09/2025,C10877,P2597,Wireless Mouse,Electronics,90.93,4,NO_COUPON,0,Debit Card,Mississauga,ON,363.72
ON100565,10/09/2025,C12313,P2624,Yoga Mat,Sports,94.35,5,SAVE10,10,Debit Card,Kitchener,ON,424.58
ON100162,11/09/2025,C11943,P8057,Coffee Maker,Home & Kitchen,95.54,4,WELCOME5,5,PayPal,Kitchener,ON,363.05
ON100271,11/09/2025,C10661,P5181,Pasta,Grocery,33,3,SAVE10,10,Credit Card,Kitchener,ON,89.1
ON100419,11/09/2025,C10226,P1334,Fitness Tracker,Sports,138.96,4,NO_COUPON,0,PayPal,Guelph,ON,555.84
ON100616,11/09/2025,C12115,P7305,Olive Oil,Grocery,3.9,5,SAVE15,15,Debit Card,Kitchener,ON,16.58
ON100915,11/09/2025,C10432,P2687,Webcam,Electronics,118.08,3,NO_COUPON,0,Mobile Wallet,Ottawa,ON,354.24
ON100957,11/09/2025,C11513,P8233,Running Shoes,Apparel,179.78,4,SAVE10,10,Credit Card,Waterloo,ON,647.21
ON100458,12/09/2025,C12252,P7069,Lip Balm,Beauty,12.08,4,NO_COUPON,0,Interac,Windsor,ON,48.32
ON100721,12/09/2025,C12266,P5143,Webcam,Electronics,200.21,1,NO_COUPON,0,Mobile Wallet,Toronto,ON,200.21
ON100766,15/09/2025,C11161,P1583,Moisturizer,Beauty,38.33,3,SAVE10,10,Mobile Wallet,Brampton,ON,103.49
ON100493,16/09/2025,C10689,P8388,Shampoo,Beauty,10.9,2,SAVE15,15,Credit Card,Windsor,ON,18.53
ON100939,17/09/2025,C10448,P6386,Air Fryer,Home & Kitchen,21.97,1,NO_COUPON,0,Debit Card,Ottawa,ON,21.97
ON100540,18/09/2025,C11721,P5751,Storage Bin,Home & Kitchen,10.55,2,NO_COUPON,0,Mobile Wallet,Kitchener,ON,21.1
ON100784,19/09/2025,C11248,P6512,Winter Jacket,Apparel,146.65,4,SAVE10,10,Debit Card,Windsor,ON,527.94
ON100979,19/09/2025,C11820,P2835,Coffee Beans,Grocery,16.69,1,NO_COUPON,0,Credit Card,Mississauga,ON,16.69
ON100004,20/09/2025,C12202,P1859,Air Fryer,Home & Kitchen,34.29,2,SAVE10,10,Credit Card,Scarborough,ON,61.72
ON100234,20/09/2025,C11101,P7946,Water Bottle,Home & Kitchen,32.1,2,NO_COUPON,0,Credit Card,Mississauga,ON,64.2
ON100467,20/09/2025,C10539,P3160,Wireless Mouse,Electronics,48.13,4,FREESHIP,0,Debit Card,Kitchener,ON,192.52
ON100401,21/09/2025,C12159,P3845,Storage Bin,Home & Kitchen,110.84,3,FREESHIP,0,Mobile Wallet,Toronto,ON,332.52
ON100429,21/09/2025,C11521,P5480,Tea,Grocery,50.05,3,NO_COUPON,0,Debit Card,London,ON,150.15
