order_id,date,customer_id,product_id,product,product_category,price,quantity,coupon_code,discount_pct,payment_method,shipping_city,shipping_province,sales_amount,coupon_discount_pct,gross_revenue,net_revenue,days_since_purchase
ON100458,2025-12-09,C12252,P7069,Lip Balm,Beauty,12.08,4.0,NO_COUPON,0,Interac,Windsor,ON,48.32,0.0,48.32,48.32,364
ON100721,2025-12-09,C12266,P5143,Webcam,Electronics,200.21,1.0,NO_COUPON,0,Mobile Wallet,Toronto,ON,200.21,0.0,200.21,200.21,364
ON100019,2025-01-10,C11373,P9625,Winter Jacket,Apparel,15.19,2.0,NO_COUPON,0,Credit Card,Kitchener,ON,30.38,0.0,30.38,30.38,697
ON100030,2025-01-10,C11601,P4405,Wireless Mouse,Electronics,36.83,1.0,WELCOME5,5,Credit Card,Toronto,ON,34.99,5.0,36.83,34.988499999999995,697
ON100499,2025-03-10,C10510,P7057,Face Cleanser,Beauty,69.73,3.0,NO_COUPON,0,PayPal,Ottawa,ON,209.19,0.0,209.19,209.19,638
ON100781,2025-03-10,C10675,P7296,Granola Bars,Grocery,19.46,3.0,NO_COUPON,0,PayPal,Brampton,ON,58.38,0.0,58.38,58.38,638
ON100821,2025-03-10,C10040,P4178,Cereal,Grocery,53.58,4.0,NO_COUPON,0,Mobile Wallet,Guelph,ON,214.32,0.0,214.32,214.32,638
ON100218,2025-04-10,C11339,P2242,Moisturizer,Beauty,64.53,4.0,NO_COUPON,0,Credit Card,Brampton,ON,258.12,0.0,258.12,258.12,607
ON100530,2025-04-10,C11660,P3020,Granola Bars,Grocery,4.49,1.0,NO_COUPON,0,Mobile Wallet,Ottawa,ON,4.49,0.0,4.49,4.49,607
ON100859,2025-04-10,C10550,P9853,Hair Dryer,Beauty,21.69,5.0,NO_COUPON,0,Credit Card,Hamilton,ON,108.45,0.0,108.45,108.45,607
ON100201,2025-05-10,C12172,P6749,Moisturizer,Beauty,45.5,1.0,NO_COUPON,0,Mobile Wallet,Ottawa,ON,45.5,0.0,45.5,45.5,577
ON100112,2025-06-10,C11490,P9717,Coffee Beans,Grocery,3.94,7.0,NO_COUPON,0,Credit Card,Brampton,ON,27.58,0.0,27.58,27.58,546
ON100786,2025-06-10,C10407,P8318,Air Fryer,Home & Kitchen,174.96,3.0,NO_COUPON,0,Mobile Wallet,Waterloo,ON,524.88,0.0,524.88,524.88,546
ON100891,2025-06-10,C12247,P9377,Coffee Beans,Grocery,4.23,3.0,NO_COUPON,0,Debit Card,Hamilton,ON,12.69,0.0,12.690000000000001,12.690000000000001,546
ON100902,2025-06-10,C10980,P7240,Resistance Bands,Sports,179.81,2.0,NO_COUPON,0,Credit Card,London,ON,359.62,0.0,359.62,359.62,546
ON100329,2025-07-10,C12411,P9523,Water Bottle,Home & Kitchen,39.78,4.0,NO_COUPON,0,Credit Card,Cambridge,ON,159.12,0.0,159.12,159.12,516
ON100638,2025-07-10,C10643,P6140,Webcam,Electronics,72.58,2.0,NO_COUPON,0,PayPal,Cambridge,ON,145.16,0.0,145.16,145.16,516
ON100173,2025-08-10,C10497,P7961,Air Fryer,Home & Kitchen,19.72,2.0,FREESHIP,0,Credit Card,Cambridge,ON,39.44,0.0,39.44,39.44,485
ON100604,2025-08-10,C10954,P7519,Power Bank,Electronics,65.09,3.0,SAVE10,10,Credit Card,Kitchener,ON,175.74,10.0,195.27,175.74300000000002,485
ON100925,2025-08-10,C10626,P4654,Power Bank,Electronics,86.95,4.0,WELCOME5,5,Debit Card,Ottawa,ON,330.41,5.0,347.8,330.40999999999997,485
ON100072,2025-09-10,C11498,P7541,USB-C Hub,Electronics,38.99,3.0,FREESHIP,0,Credit Card,Cambridge,ON,116.97,0.0,116.97,116.97,454
ON100227,2025-09-10,C11667,P7429,Hoodie,Apparel,58.96,4.0,NO_COUPON,0,Interac,Brampton,ON,235.84,0.0,235.84,235.84,454
ON100479,2025-09-10,C10223,P3559,Hair Dryer,Beauty,74.05,3.0,NO_COUPON,0,Credit Card,Vaughan,ON,222.15,0.0,222.14999999999998,222.14999999999998,454
ON100700,2025-10-10,C10269,P9960,Hoodie,Apparel,44.57,3.0,WELCOME5,5,Mobile Wallet,Vaughan,ON,127.02,5.0,133.71,127.0245,424
ON100053,2025-11-10,C12124,P7433,Air Fryer,Home & Kitchen,47.36,3.0,NO_COUPON,0,PayPal,Waterloo,ON,142.08,0.0,142.07999999999998,142.07999999999998,393
ON100273,2025-11-10,C12185,P1854,Knife Set,Home & Kitchen,144.56,3.0,NO_COUPON,0,Interac,Windsor,ON,433.68,0.0,433.68,433.68,393
ON100468,2025-11-10,C10349,P2035,Fitness Tracker,Sports,23.97,2.0,SAVE10,10,Debit Card,Toronto,ON,43.15,10.0,47.94,43.146,393
ON100658,2025-02-11,C11240,P4857,Granola Bars,Grocery,4.65,4.0,WELCOME5,5,Credit Card,Markham,ON,17.67,5.0,18.6,17.67,665
ON100993,2025-02-11,C11077,P4041,Wireless Mouse,Electronics,178.75,5.0,BOGO,20,Credit Card,Cambridge,ON,715.0,0.0,893.75,715.0,665
ON100113,2025-03-11,C10061,P5862,Fitness Tracker,Sports,33.68,2.0,SAVE10,10,Credit Card,Waterloo,ON,60.62,10.0,67.36,60.624,637
ON100156,2025-03-11,C10383,P7025,Coffee Beans,Grocery,18.8,3.0,BOGO,20,Credit Card,Cambridge,ON,45.12,0.0,56.400000000000006,45.120000000000005,637
ON100549,2025-03-11,C12134,P1940,Coffee Maker,Home & Kitchen,9.4,2.0,NO_COUPON,0,Credit Card,Barrie,ON,18.8,0.0,18.8,18.8,637
ON100620,2025-03-11,C11420,P4247,Jeans,Apparel,67.02,1.0,NO_COUPON,0,Mobile Wallet,London,ON,67.02,0.0,67.02,67.02,637
ON100864,2025-03-11,C12403,P2199,Bluetooth Speaker,Electronics,111.77,6.0,NO_COUPON,0,Credit Card,Scarborough,ON,670.62,0.0,670.62,670.62,637
ON100414,2025-04-11,C12436,P1772,Knife Set,Home & Kitchen,9.13,3.0,BOGO,20,Debit Card,Hamilton,ON,21.91,0.0,27.39,21.912000000000003,606
ON100439,2025-05-11,C10075,P3658,Olive Oil,Grocery,3.65,1.0,SAVE10,10,PayPal,Vaughan,ON,3.28,10.0,3.65,3.285,576
ON100926,2025-05-11,C10161,P2629,Bluetooth Speaker,Electronics,86.57,2.0,SAVE10,10,Credit Card,Cambridge,ON,155.83,10.0,173.14,155.826,576
ON100016,2025-08-11,C10784,P5770,Moisturizer,Beauty,70.07,2.0,SAVE10,10,Interac,Mississauga,ON,126.13,10.0,140.14,126.12599999999999,484
ON100985,2025-08-11,C10733,P8094,Storage Bin,Home & Kitchen,72.73,3.0,NO_COUPON,0,Mobile Wallet,Windsor,ON,218.19,0.0,218.19,218.19,484
ON100338,2025-09-11,C10080,P6787,Baseball Cap,Apparel,13.57,4.0,SAVE15,15,Credit Card,Scarborough,ON,46.14,15.0,54.28,46.138,453
ON100600,2025-09-11,C11123,P1638,Granola Bars,Grocery,10.7,7.0,SAVE15,15,Mobile Wallet,Guelph,ON,63.66,15.0,74.89999999999999,63.66499999999999,453
ON100791,2025-09-11,C10768,P4919,USB-C Hub,Electronics,28.19,3.0,WELCOME5,5,Mobile Wallet,Hamilton,ON,80.34,5.0,84.57000000000001,80.3415,453
ON100542,2025-10-11,C10077,P7959,Tea,Grocery,35.93,3.0,FREESHIP,0,Interac,Hamilton,ON,107.79,0.0,107.78999999999999,107.78999999999999,423
ON100360,2025-11-11,C12442,P1971,Air Fryer,Home & Kitchen,20.45,4.0,SAVE15,15,Debit Card,Kitchener,ON,69.53,15.0,81.8,69.53,392
ON100707,2025-11-11,C12178,P3040,Wireless Mouse,Electronics,223.0,5.0,NO_COUPON,0,Credit Card,Guelph,ON,1115.0,0.0,1115.0,1115.0,392
ON100691,2025-12-11,C10482,P4666,Storage Bin,Home & Kitchen,43.68,1.0,NO_COUPON,0,Credit Card,Brampton,ON,43.68,0.0,43.68,43.68,362
ON100995,2025-12-11,C11957,P4075,Lip Balm,Beauty,53.17,5.0,NO_COUPON,0,Interac,Scarborough,ON,265.85,0.0,265.85,265.85,362
ON101000,2025-12-11,C12321,P1047,Fitness Tracker,Sports,17.21,3.0,NO_COUPON,0,Mobile Wallet,Guelph,ON,51.63,0.0,51.63,51.63,362
ON100646,2025-02-12,C10235,P7516,Wireless Keyboard,Electronics,219.78,2.0,FREESHIP,0,PayPal,Barrie,ON,439.56,0.0,439.56,439.56,664
ON100751,2025-02-12,C11848,P7067,Jeans,Apparel,50.14,3.0,BOGO,20,Debit Card,Kitchener,ON,120.34,0.0,150.42000000000002,120.33600000000001,664
ON100033,2025-03-12,C12481,P4377,Baseball Cap,Apparel,60.65,2.0,NO_COUPON,0,Credit Card,Barrie,ON,121.3,0.0,121.3,121.3,636
ON100130,2025-03-12,C10041,P5420,Jeans,Apparel,25.39,1.0,NO_COUPON,0,Debit Card,Waterloo,ON,25.39,0.0,25.39,25.39,636
ON100303,2025-03-12,C11595,P6340,Wireless Mouse,Electronics,44.59,2.0,WELCOME5,5,PayPal,Markham,ON,84.72,5.0,89.18,84.721,636
ON100324,2025-03-12,C11336,P7473,Pasta,Grocery,11.32,4.0,NO_COUPON,0,Debit Card,Cambridge,ON,45.28,0.0,45.28,45.28,636
ON100744,2025-03-12,C10091,P2370,Jeans,Apparel,44.8,3.0,NO_COUPON,0,Mobile Wallet,Ottawa,ON,134.4,0.0,134.39999999999998,134.39999999999998,636
ON100111,2025-04-12,C11004,P2289,Jeans,Apparel,47.63,3.0,NO_COUPON,0,Credit Card,London,ON,142.89,0.0,142.89000000000001,142.89000000000001,605
ON100450,2025-04-12,C10996,P4979,Bluetooth Speaker,Electronics,65.27,2.0,NO_COUPON,0,Debit Card,Barrie,ON,130.54,0.0,130.54,130.54,605
ON100155,2025-05-12,C11954,P2824,Yoga Mat,Sports,55.21,4.0,NO_COUPON,0,Credit Card,Cambridge,ON,220.84,0.0,220.84,220.84,575
ON100988,2025-05-12,C10922,P4433,Jeans,Apparel,37.67,5.0,NO_COUPON,0,Mobile Wallet,Windsor,ON,188.35,0.0,188.35000000000002,188.35000000000002,575
ON100132,2025-06-12,C11935,P9350,Bluetooth Speaker,Electronics,191.61,4.0,SAVE10,10,PayPal,Scarborough,ON,689.8,10.0,766.44,689.796,544
ON100078,2025-09-12,C12024,P9846,Coffee Maker,Home & Kitchen,27.97,3.0,FREESHIP,0,Interac,Windsor,ON,83.91,0.0,83.91,83.91,452
ON100696,2025-09-12,C12287,P7665,Air Fryer,Home & Kitchen,10.16,3.0,NO_COUPON,0,PayPal,Scarborough,ON,30.48,0.0,30.48,30.48,452
ON100124,2025-10-12,C11621,P2548,Granola Bars,Grocery,12.68,1.0,NO_COUPON,0,Credit Card,Brampton,ON,12.68,0.0,12.68,12.68,422
ON100129,2025-10-12,C10712,P9734,USB-C Hub,Electronics,20.62,2.0,SAVE10,10,Debit Card,Waterloo,ON,37.12,10.0,41.24,37.116,422
ON100965,2025-10-12,C12341,P3930,Lip Balm,Beauty,11.68,1.0,SAVE10,10,Debit Card,Markham,ON,10.51,10.0,11.68,10.512,422
ON101014,2025-10-12,C10430,P4472,Webcam,Electronics,37.01,2.0,SAVE10,10,Debit Card,London,ON,66.62,10.0,74.02,66.618,422
ON100431,2025-11-12,C11085,P3711,Tea,Grocery,13.87,3.0,FREESHIP,0,Interac,Markham,ON,41.61,0.0,41.61,41.61,391
ON100114,2025-12-12,C10169,P6162,Olive Oil,Grocery,6.85,2.0,NO_COUPON,0,Credit Card,Waterloo,ON,13.7,0.0,13.7,13.7,361
ON100135,2026-01-01,C12029,P7733,Lip Balm,Beauty,11.83,4.0,SAVE10,10,Debit Card,Ottawa,ON,42.59,10.0,47.32,42.588,341
ON100952,2026-01-01,C10444,P1404,Webcam,Electronics,42.35,3.0,BOGO,20,Credit Card,London,ON,101.64,0.0,127.05000000000001,101.64000000000001,341
ON100487,2026-02-01,C10967,P2917,Body Lotion,Beauty,44.25,3.0,SAVE10,10,Credit Card,Cambridge,ON,119.48,10.0,132.75,119.47500000000001,310
ON100617,2026-02-01,C10369,P9458,Basketball,Sports,57.2,2.0,BOGO,20,Interac,Barrie,ON,91.52,0.0,114.4,91.52000000000001,310
ON100483,2026-03-01,C11654,P5354,Power Bank,Electronics,61.21,4.0,WELCOME5,5,Mobile Wallet,Brampton,ON,232.6,5.0,244.84,232.59799999999998,282
ON100838,2026-03-01,C12494,P1218,Power Bank,Electronics,84.63,5.0,FREESHIP,0,Debit Card,Brampton,ON,423.15,0.0,423.15,423.15,282
ON100189,2026-04-01,C10441,P1468,Olive Oil,Grocery,12.54,2.0,FREESHIP,0,Credit Card,Scarborough,ON,25.08,0.0,25.08,25.08,251
ON100941,2026-06-01,C11011,P4495,Basketball,Sports,131.61,4.0,NO_COUPON,0,PayPal,Mississauga,ON,526.44,0.0,526.44,526.44,190
ON100265,2026-07-01,C11656,P2833,Winter Jacket,Apparel,16.18,5.0,SAVE15,15,Mobile Wallet,Brampton,ON,68.76,15.0,80.9,68.765,160
ON100756,2026-07-01,C12463,P4444,Lip Balm,Beauty,18.04,4.0,SAVE15,15,Credit Card,Hamilton,ON,61.34,15.0,72.16,61.336,160
ON100884,2026-07-01,C12072,P3201,Wireless Keyboard,Electronics,54.5,5.0,NO_COUPON,0,Credit Card,Guelph,ON,272.5,0.0,272.5,272.5,160
ON100663,2026-08-01,C12356,P1503,Olive Oil,Grocery,22.36,3.0,NO_COUPON,0,Debit Card,Windsor,ON,67.08,0.0,67.08,67.08,129
ON100318,2026-09-01,C11264,P5924,Winter Jacket,Apparel,54.76,4.0,FREESHIP,0,Credit Card,Barrie,ON,219.04,0.0,219.04,219.04,98
ON100938,2026-09-01,C12141,P2929,Wireless Keyboard,Electronics,55.0,2.0,SAVE10,10,PayPal,London,ON,99.0,10.0,110.0,99.0,98
ON100594,2026-10-01,C11826,P1465,Baseball Cap,Apparel,108.62,4.0,NO_COUPON,0,Credit Card,Mississauga,ON,434.48,0.0,434.48,434.48,68
ON100692,2026-10-01,C12431,P8511,T-Shirt,Apparel,91.06,2.0,NO_COUPON,0,Interac,Markham,ON,182.12,0.0,182.12,182.12,68
ON100887,2026-10-01,C10027,P5430,USB-C Hub,Electronics,216.08,2.0,NO_COUPON,0,Interac,Hamilton,ON,432.16,0.0,432.16,432.16,68
ON100972,2026-10-01,C10207,P7581,T-Shirt,Apparel,80.68,6.0,WELCOME5,5,Debit Card,Vaughan,ON,459.88,5.0,484.08000000000004,459.87600000000003,68
ON100643,2026-01-02,C10525,P8125,Wireless Mouse,Electronics,227.81,18.0,BOGO,20,Debit Card,Ottawa,ON,3280.46,0.0,4100.58,3280.464,340
ON100971,2026-01-02,C10211,P1510,Resistance Bands,Sports,52.47,2.0,NO_COUPON,0,Credit Card,Brampton,ON,104.94,0.0,104.94,104.94,340
ON100002,2026-02-02,C12274,P7989,Pasta,Grocery,6.04,7.0,NO_COUPON,0,Interac,Toronto,ON,42.28,0.0,42.28,42.28,309
ON100121,2026-02-02,C11176,P2314,Olive Oil,Grocery,33.5,7.0,FREESHIP,0,PayPal,Kitchener,ON,234.5,0.0,234.5,234.5,309
ON100830,2026-03-02,C10835,P9939,Coffee Maker,Home & Kitchen,23.89,4.0,SAVE15,15,Debit Card,London,ON,81.23,15.0,95.56,81.226,281
ON100719,2026-04-02,C11078,P3232,Air Fryer,Home & Kitchen,14.8,2.0,SAVE15,15,Debit Card,Guelph,ON,25.16,15.0,29.6,25.16,250
ON100251,2026-05-02,C11329,P4571,Webcam,Electronics,26.87,4.0,NO_COUPON,0,Credit Card,Guelph,ON,107.48,0.0,107.48,107.48,220
ON100311,2026-05-02,C11205,P8113,Tea,Grocery,4.2,3.0,NO_COUPON,0,Debit Card,Markham,ON,12.6,0.0,12.600000000000001,12.600000000000001,220
ON100153,2026-06-02,C10365,P2561,Wireless Mouse,Electronics,21.94,4.0,NO_COUPON,0,Interac,Vaughan,ON,87.76,0.0,87.76,87.76,189
ON100366,2026-06-02,C12206,P7217,Running Shoes,Apparel,33.1,4.0,SAVE10,10,Interac,Toronto,ON,119.16,10.0,132.4,119.16000000000001,189
ON100233,2026-07-02,C11705,P9414,Air Fryer,Home & Kitchen,14.4,1.0,NO_COUPON,0,Debit Card,Markham,ON,14.4,0.0,14.4,14.4,159
ON100440,2026-07-02,C12068,P3122,Running Shoes,Apparel,25.46,4.0,NO_COUPON,0,PayPal,Brampton,ON,101.84,0.0,101.84,101.84,159
ON100473,2026-07-02,C10038,P6834,Face Cleanser,Beauty,33.9,4.0,BOGO,20,Credit Card,Toronto,ON,108.48,0.0,135.6,108.48,159
ON100106,2026-08-02,C10535,P8995,Winter Jacket,Apparel,121.27,5.0,NO_COUPON,0,Credit Card,Ottawa,ON,606.35,0.0,606.35,606.35,128
ON100159,2026-08-02,C10665,P8864,Dumbbells,Sports,81.55,4.0,SAVE15,15,Credit Card,Brampton,ON,277.27,15.0,326.2,277.27,128
ON100306,2026-09-02,C10610,P7032,Shampoo,Beauty,15.14,3.0,FREESHIP,0,Debit Card,Barrie,ON,45.42,0.0,45.42,45.42,97
ON100807,2026-09-02,C11938,P8629,Air Fryer,Home & Kitchen,37.6,4.0,NO_COUPON,0,PayPal,Vaughan,ON,150.4,0.0,150.4,150.4,97
ON100810,2026-09-02,C10338,P5337,Running Shoes,Apparel,15.18,4.0,FREESHIP,0,Debit Card,Vaughan,ON,60.72,0.0,60.72,60.72,97
ON100120,2026-10-02,C11016,P2571,Granola Bars,Grocery,20.37,1.0,WELCOME5,5,Mobile Wallet,Mississauga,ON,19.35,5.0,20.37,19.3515,67
ON100079,2026-11-02,C10556,P1581,Tea,Grocery,5.77,1.0,WELCOME5,5,Credit Card,Scarborough,ON,5.48,5.0,5.77,5.4815,36
ON100847,2026-11-02,C11603,P5131,Hoodie,Apparel,20.48,2.0,SAVE10,10,Credit Card,Markham,ON,36.86,10.0,40.96,36.864000000000004,36
ON100279,2026-12-02,C12262,P1329,Webcam,Electronics,78.25,3.0,NO_COUPON,0,Credit Card,Scarborough,ON,234.75,0.0,234.75,234.75,6
ON100632,2026-12-02,C10872,P3894,Fitness Tracker,Sports,97.24,2.0,NO_COUPON,0,Mobile Wallet,Mississauga,ON,194.48,0.0,194.48,194.48,6
ON100725,2026-12-02,C10697,P5879,Knife Set,Home & Kitchen,29.81,2.0,NO_COUPON,0,Credit Card,Markham,ON,59.62,0.0,59.62,59.62,6
ON100200,2026-01-03,C12034,P7630,Wireless Keyboard,Electronics,140.4,4.0,BOGO,20,Debit Card,London,ON,449.28,0.0,561.6,449.28000000000003,339
ON100918,2026-01-03,C11175,P2063,Yoga Mat,Sports,15.78,2.0,SAVE10,10,Interac,Markham,ON,28.4,10.0,31.56,28.404,339
ON100042,2026-02-03,C10447,P6206,Baseball Cap,Apparel,18.03,4.0,SAVE15,15,Credit Card,Markham,ON,61.3,15.0,72.12,61.302,308
ON100085,2026-02-03,C10685,P7652,Resistance Bands,Sports,122.52,1.0,FREESHIP,0,PayPal,Waterloo,ON,122.52,0.0,122.52,122.52,308
ON100967,2026-03-03,C10263,P5861,Shampoo,Beauty,9.34,3.0,SAVE10,10,Credit Card,Kitchener,ON,25.22,10.0,28.02,25.218,280
ON100219,2026-04-03,C12359,P3183,Water Bottle,Home & Kitchen,146.08,2.0,FREESHIP,0,Debit Card,Markham,ON,292.16,0.0,292.16,292.16,249
ON100108,2026-05-03,C10969,P1757,T-Shirt,Apparel,173.24,2.0,FREESHIP,0,Debit Card,Ottawa,ON,346.48,0.0,346.48,346.48,219
ON100534,2026-07-03,C11854,P8286,Wireless Keyboard,Electronics,21.65,4.0,NO_COUPON,0,Interac,Kitchener,ON,86.6,0.0,86.6,86.6,158
ON100880,2026-07-03,C10912,P5720,Fitness Tracker,Sports,90.41,4.0,NO_COUPON,0,Credit Card,Scarborough,ON,361.64,0.0,361.64,361.64,158
ON100892,2026-07-03,C11945,P3627,Tea,Grocery,6.67,3.0,NO_COUPON,0,Mobile Wallet,Hamilton,ON,20.01,0.0,20.009999999999998,20.009999999999998,158
ON100424,2026-11-03,C12041,P3360,Coffee Beans,Grocery,8.35,4.0,NO_COUPON,0,Debit Card,Windsor,ON,33.4,0.0,33.4,33.4,35
ON100014,2026-12-03,C12373,P5227,Olive Oil,Grocery,37.37,2.0,NO_COUPON,0,PayPal,London,ON,74.74,0.0,74.74,74.74,5
ON100174,2026-12-03,C10984,P7385,Water Bottle Sport,Sports,62.4,2.0,SAVE10,10,Debit Card,Brampton,ON,112.32,10.0,124.8,112.32,5
ON100208,2026-12-03,C11252,P1308,Bluetooth Speaker,Electronics,33.33,2.0,SAVE15,15,Credit Card,Brampton,ON,56.66,15.0,66.66,56.660999999999994,5
ON100763,2026-12-03,C11191,P3830,Storage Bin,Home & Kitchen,12.9,3.0,NO_COUPON,0,Debit Card,Hamilton,ON,38.7,0.0,38.7,38.7,5
ON100486,2026-03-04,C10223,P7074,Power Bank,Electronics,69.83,4.0,SAVE10,10,Interac,Brampton,ON,251.39,10.0,279.32,251.388,279
ON100243,2026-05-04,C11762,P5976,Olive Oil,Grocery,35.43,4.0,WELCOME5,5,Credit Card,Toronto,ON,134.63,5.0,141.72,134.634,218
ON100041,2026-06-04,C11260,P1012,Face Cleanser,Beauty,12.46,1.0,NO_COUPON,0,Credit Card,London,ON,12.46,0.0,12.46,12.46,187
ON100230,2026-06-04,C10018,P6271,Jeans,Apparel,106.06,1.0,SAVE10,10,Interac,Guelph,ON,95.45,10.0,106.06,95.45400000000001,187
ON100050,2026-07-04,C10226,P8524,Wireless Keyboard,Electronics,49.43,3.0,WELCOME5,5,Credit Card,Toronto,ON,140.88,5.0,148.29,140.8755,157
ON100013,2026-08-04,C11480,P9747,Body Lotion,Beauty,23.74,4.0,SAVE15,15,Credit Card,London,ON,80.72,15.0,94.96,80.716,126
ON100731,2026-08-04,C10661,P9136,Fitness Tracker,Sports,46.37,5.0,SAVE10,10,Debit Card,Scarborough,ON,208.66,10.0,231.85,208.665,126
ON100203,2026-09-04,C11760,P4898,T-Shirt,Apparel,18.8,4.0,NO_COUPON,0,Mobile Wallet,Ottawa,ON,75.2,0.0,75.2,75.2,95
ON100704,2026-09-04,C11019,P8835,Knife Set,Home & Kitchen,20.07,2.0,NO_COUPON,0,Mobile Wallet,Guelph,ON,40.14,0.0,40.14,40.14,95
ON100126,2026-10-04,C11374,P5180,Blender,Home & Kitchen,118.27,1.0,SAVE15,15,Debit Card,Brampton,ON,100.53,15.0,118.27,100.5295,65
ON100482,2026-10-04,C12481,P5693,Knife Set,Home & Kitchen,172.7,3.0,NO_COUPON,0,Credit Card,Mississauga,ON,518.1,0.0,518.0999999999999,518.0999999999999,65
ON100417,2026-11-04,C10556,P1934,Granola Bars,Grocery,10.33,4.0,SAVE10,10,Debit Card,Markham,ON,37.19,10.0,41.32,37.188,34
ON100648,2026-11-04,C11836,P2314,Cereal,Grocery,11.52,3.0,NO_COUPON,0,Credit Card,Guelph,ON,34.56,0.0,34.56,34.56,34
ON100088,2026-12-04,C10375,P5022,Tea,Grocery,7.3,3.0,NO_COUPON,0,Credit Card,Cambridge,ON,21.9,0.0,21.9,21.9,4
ON100315,2026-12-04,C10381,P3594,Coffee Maker,Home & Kitchen,9.27,2.0,NO_COUPON,0,PayPal,Waterloo,ON,18.54,0.0,18.54,18.54,4
ON100706,2026-01-05,C10814,P3509,Moisturizer,Beauty,18.46,3.0,SAVE10,10,PayPal,Markham,ON,49.84,10.0,55.38,49.842000000000006,337
ON100997,2026-01-05,C11364,P2796,Yoga Mat,Sports,19.69,3.0,SAVE10,10,Debit Card,Waterloo,ON,53.16,10.0,59.07000000000001,53.16300000000001,337
ON100584,2026-02-05,C12426,P4297,Air Fryer,Home & Kitchen,36.46,4.0,NO_COUPON,0,Credit Card,Guelph,ON,145.84,0.0,145.84,145.84,306
ON100589,2026-02-05,C10427,P8913,Webcam,Electronics,30.54,2.0,FREESHIP,0,Credit Card,Scarborough,ON,61.08,0.0,61.08,61.08,306
ON100677,2026-02-05,C11157,P1701,Pasta,Grocery,47.56,1.0,NO_COUPON,0,Interac,Guelph,ON,47.56,0.0,47.56,47.56,306
ON100840,2026-02-05,C11938,P2623,Baseball Cap,Apparel,86.6,2.0,SAVE15,15,Debit Card,Toronto,ON,147.22,15.0,173.2,147.22,306
ON100848,2026-02-05,C11982,P4453,Baseball Cap,Apparel,13.68,1.0,NO_COUPON,0,Debit Card,Waterloo,ON,13.68,0.0,13.68,13.68,306
ON100544,2026-03-05,C10839,P2232,Moisturizer,Beauty,19.47,3.0,BOGO,20,Credit Card,London,ON,46.73,0.0,58.41,46.728,278
ON100091,2026-04-05,C11832,P6086,Cereal,Grocery,29.07,4.0,NO_COUPON,0,Mobile Wallet,Ottawa,ON,116.28,0.0,116.28,116.28,247
ON100422,2026-04-05,C11778,P8341,Wireless Mouse,Electronics,35.79,3.0,NO_COUPON,0,Credit Card,Barrie,ON,107.37,0.0,107.37,107.37,247
ON100466,2026-04-05,C10278,P9271,Jeans,Apparel,30.45,3.0,FREESHIP,0,PayPal,Guelph,ON,91.35,0.0,91.35,91.35,247
ON100645,2026-04-05,C10088,P8455,Cereal,Grocery,3.5,3.0,WELCOME5,5,Debit Card,Mississauga,ON,9.98,5.0,10.5,9.975,247
ON100223,2026-06-05,C12253,P4295,Bluetooth Speaker,Electronics,250.21,4.0,FREESHIP,0,Interac,Hamilton,ON,1000.84,0.0,1000.84,1000.84,186
ON100287,2026-06-05,C10015,P4104,Power Bank,Electronics,63.56,3.0,NO_COUPON,0,PayPal,Hamilton,ON,190.68,0.0,190.68,190.68,186
ON100330,2026-06-05,C12069,P9990,Body Lotion,Beauty,19.21,4.0,NO_COUPON,0,Credit Card,Guelph,ON,76.84,0.0,76.84,76.84,186
ON100825,2026-06-05,C10343,P7325,T-Shirt,Apparel,33.67,3.0,SAVE15,15,Interac,Guelph,ON,85.86,15.0,101.01,85.8585,186
ON100986,2026-06-05,C11971,P3797,Winter Jacket,Apparel,15.66,2.0,FREESHIP,0,Interac,Ottawa,ON,31.32,0.0,31.32,31.32,186
ON100873,2026-09-05,C12408,P9076,Dumbbells,Sports,12.08,5.0,NO_COUPON,0,Debit Card,Barrie,ON,60.4,0.0,60.4,60.4,94
ON100163,2026-10-05,C11332,P9599,Bluetooth Speaker,Electronics,36.11,3.0,BOGO,20,PayPal,Scarborough,ON,86.66,0.0,108.33,86.664,64
ON100507,2026-11-05,C11383,P1203,Body Lotion,Beauty,6.08,2.0,NO_COUPON,0,Mobile Wallet,Scarborough,ON,12.16,0.0,12.16,12.16,33
ON100730,2026-11-05,C10062,P9619,Storage Bin,Home & Kitchen,56.91,4.0,SAVE10,10,PayPal,Barrie,ON,204.88,10.0,227.64,204.876,33
ON100553,2026-01-06,C12208,P9509,Cereal,Grocery,10.14,2.0,WELCOME5,5,Interac,Kitchener,ON,19.27,5.0,20.28,19.266000000000002,336
ON100769,2026-01-06,C12345,P2952,Water Bottle,Home & Kitchen,26.22,2.0,SAVE15,15,Mobile Wallet,Guelph,ON,44.57,15.0,52.44,44.574,336
ON100870,2026-01-06,C10073,P3888,Water Bottle,Home & Kitchen,17.17,2.0,NO_COUPON,0,PayPal,Scarborough,ON,34.34,0.0,34.34,34.34,336
ON100992,2026-01-06,C11425,P1499,Pasta,Grocery,6.52,1.0,BOGO,20,Debit Card,London,ON,5.22,0.0,6.52,5.216,336
ON100144,2026-03-06,C11227,P1116,Fitness Tracker,Sports,27.99,31.0,SAVE10,10,Credit Card,Mississauga,ON,780.92,10.0,867.6899999999999,780.9209999999999,277
ON100634,2026-03-06,C12150,P6802,Olive Oil,Grocery,17.62,3.0,SAVE10,10,Debit Card,Mississauga,ON,47.57,10.0,52.86,47.574,277
